,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
52348,2013-07-11,11,July,2013,32,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,211,420,631
52349,2015-07-11,11,July,2015,32,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,211,420,631
52350,2013-08-07,7,August,2013,32,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,211,420,631
52351,2015-08-07,7,August,2015,32,Young Adults (25-34),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,421,840,1261
52352,2013-11-16,16,November,2013,34,Young Adults (25-34),M,France,Nord,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,249,420,669
52353,2015-11-16,16,November,2015,34,Young Adults (25-34),M,France,Nord,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,420,769,498,840,1338
52354,2013-11-29,29,November,2013,33,Young Adults (25-34),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,188,420,608
52355,2015-11-29,29,November,2015,33,Young Adults (25-34),M,France,Val de Marne,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,188,420,608
52356,2013-11-24,24,November,2013,33,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52357,2015-11-24,24,November,2015,33,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52358,2014-06-08,8,June,2014,33,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52359,2016-06-08,8,June,2016,33,Young Adults (25-34),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",3,420,769,1024,1260,2284
52360,2013-06-04,4,June,2013,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52361,2015-06-04,4,June,2015,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",3,420,769,632,1260,1892
52362,2013-06-10,10,June,2013,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52363,2015-06-10,10,June,2015,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52364,2013-09-24,24,September,2013,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52365,2015-09-24,24,September,2015,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52366,2013-11-24,24,November,2013,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52367,2015-11-24,24,November,2015,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,421,840,1261
52368,2013-12-30,30,December,2013,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52369,2015-12-30,30,December,2015,34,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,211,420,631
52370,2013-12-04,4,December,2013,34,Young Adults (25-34),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,264,420,684
52371,2015-12-04,4,December,2015,34,Young Adults (25-34),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,264,420,684
52372,2013-12-15,15,December,2013,35,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52373,2015-12-15,15,December,2015,35,Adults (35-64),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52374,2012-01-15,15,January,2012,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454
52375,2011-01-15,15,January,2011,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
52376,2013-09-02,2,September,2013,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
52377,2015-09-02,2,September,2015,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
52378,2013-11-18,18,November,2013,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
52379,2015-11-18,18,November,2015,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
52380,2014-03-19,19,March,2014,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
52381,2016-03-19,19,March,2016,35,Adults (35-64),F,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
52382,2013-06-30,30,June,2013,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52383,2015-06-30,30,June,2015,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3092,3798,6890
52384,2013-11-06,6,November,2013,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52385,2015-11-06,6,November,2015,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52386,2014-05-01,1,May,2014,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52387,2016-05-01,1,May,2016,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52388,2014-06-26,26,June,2014,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1031,1266,2297
52389,2016-06-26,26,June,2016,20,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3092,3798,6890
52390,2013-12-26,26,December,2013,21,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,341,420,761
52391,2015-12-26,26,December,2015,21,Youth (<25),M,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,341,420,761
52392,2014-01-29,29,January,2014,23,Youth (<25),M,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,234,420,654
52393,2016-01-29,29,January,2016,23,Youth (<25),M,France,Pas de Calais,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,467,840,1307
52394,2013-12-23,23,December,2013,23,Youth (<25),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52395,2015-12-23,23,December,2015,23,Youth (<25),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52396,2013-12-04,4,December,2013,22,Youth (<25),M,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,295,420,715
52397,2015-12-04,4,December,2015,22,Youth (<25),M,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,295,420,715
52398,2012-09-20,20,September,2012,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,420,769,667,840,1507
52399,2011-09-20,20,September,2011,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52400,2013-02-19,19,February,2013,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52401,2015-02-19,19,February,2015,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52402,2013-05-08,8,May,2013,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52403,2015-05-08,8,May,2015,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52404,2013-05-26,26,May,2013,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52405,2015-05-26,26,May,2015,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52406,2013-08-20,20,August,2013,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52407,2015-08-20,20,August,2015,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52408,2013-10-20,20,October,2013,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52409,2015-10-20,20,October,2015,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52410,2013-12-15,15,December,2013,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52411,2015-12-15,15,December,2015,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52412,2014-05-14,14,May,2014,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52413,2016-05-14,14,May,2016,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52414,2014-05-18,18,May,2014,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754
52415,2016-05-18,18,May,2016,26,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",3,420,769,1001,1260,2261
52416,2013-02-05,5,February,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52417,2015-02-05,5,February,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,2015,2532,4547
52418,2013-03-03,3,March,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52419,2015-03-03,3,March,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52420,2013-03-12,12,March,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52421,2015-03-12,12,March,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821
52422,2013-03-19,19,March,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52423,2015-03-19,19,March,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52424,2013-05-05,5,May,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52425,2015-05-05,5,May,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52426,2013-05-14,14,May,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52427,2015-05-14,14,May,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821
52428,2013-08-16,16,August,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52429,2015-08-16,16,August,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821
52430,2013-08-18,18,August,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52431,2015-08-18,18,August,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52432,2013-08-25,25,August,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52433,2015-08-25,25,August,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52434,2013-10-14,14,October,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52435,2015-10-14,14,October,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821
52436,2013-10-15,15,October,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52437,2015-10-15,15,October,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52438,2013-11-05,5,November,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52439,2015-11-05,5,November,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,2015,2532,4547
52440,2013-12-05,5,December,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52441,2015-12-05,5,December,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821
52442,2013-12-22,22,December,2013,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274
52443,2015-12-22,22,December,2015,27,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,3023,3798,6821
52444,2013-08-29,29,August,2013,31,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,241,420,661
52445,2015-08-29,29,August,2015,31,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,241,420,661
52446,2013-09-04,4,September,2013,31,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,241,420,661
52447,2015-09-04,4,September,2015,31,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",2,420,769,483,840,1323
52448,2014-06-25,25,June,2014,31,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,241,420,661
52449,2016-06-25,25,June,2016,31,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,241,420,661
52450,2013-08-24,24,August,2013,28,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,722,1252,1974
52451,2015-08-24,24,August,2015,28,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,722,1252,1974
52452,2013-12-12,12,December,2013,28,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,722,1252,1974
52453,2015-12-12,12,December,2015,28,Young Adults (25-34),M,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2165,3756,5921
52454,2013-11-06,6,November,2013,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52455,2015-11-06,6,November,2015,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52456,2013-11-08,8,November,2013,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52457,2015-11-08,8,November,2015,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52458,2013-12-19,19,December,2013,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52459,2015-12-19,19,December,2015,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,2040,2504,4544
52460,2013-12-21,21,December,2013,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52461,2015-12-21,21,December,2015,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52462,2013-12-29,29,December,2013,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52463,2015-12-29,29,December,2015,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52464,2014-02-06,6,February,2014,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52465,2016-02-06,6,February,2016,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,3060,3756,6816
52466,2014-05-09,9,May,2014,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52467,2016-05-09,9,May,2016,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
52468,2014-04-26,26,April,2014,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52469,2016-04-26,26,April,2016,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52470,2014-04-27,27,April,2014,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52471,2016-04-27,27,April,2016,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52472,2014-06-16,16,June,2014,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52473,2016-06-16,16,June,2016,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,683,840,1523
52474,2014-06-18,18,June,2014,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52475,2016-06-18,18,June,2016,33,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,341,420,761
52476,2013-12-28,28,December,2013,38,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,241,420,661
52477,2015-12-28,28,December,2015,38,Adults (35-64),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,241,420,661
52478,2012-10-02,2,October,2012,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
52479,2012-10-02,2,October,2012,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
52480,2011-10-02,2,October,2011,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2234,3756,5990
52481,2011-10-02,2,October,2011,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
52482,2013-01-14,14,January,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52483,2015-01-14,14,January,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
52484,2013-05-06,6,May,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52485,2015-05-06,6,May,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52486,2013-06-20,20,June,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52487,2015-06-20,20,June,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52488,2013-11-07,7,November,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52489,2015-11-07,7,November,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52490,2013-11-18,18,November,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52491,2015-11-18,18,November,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2234,3756,5990
52492,2013-11-19,19,November,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52493,2015-11-19,19,November,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52494,2013-11-21,21,November,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52495,2015-11-21,21,November,2015,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52496,2013-01-03,3,January,2013,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813
52497,2015-01-03,3,January,2015,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813
52498,2013-02-09,9,February,2013,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813
52499,2015-02-09,9,February,2015,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1122,2504,3626
52500,2013-06-21,21,June,2013,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813
52501,2015-06-21,21,June,2015,30,Young Adults (25-34),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,561,1252,1813
52502,2013-01-10,10,January,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928
52503,2015-01-10,10,January,2015,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928
52504,2013-05-02,2,May,2013,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928
52505,2015-05-02,2,May,2015,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928
52506,2014-06-10,10,June,2014,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,676,1252,1928
52507,2016-06-10,10,June,2016,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,676,1252,1928
52508,2013-01-18,18,January,2013,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882
52509,2015-01-18,18,January,2015,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882
52510,2014-06-11,11,June,2014,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
52511,2016-06-11,11,June,2016,33,Young Adults (25-34),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902
52512,2012-04-15,15,April,2012,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
52513,2011-04-15,15,April,2011,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
52514,2012-05-27,27,May,2012,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1489,2504,3993
